input,target,id
"extract weight: Magnesium Bis-Glycinate 200 Gentle. CanPrev's Magnesium Bis-glycinate 200 Gen tle is a glycine complex provides a therapeutic 200mg of pure,. elemental magnesium with every vegeta  Magnesium Bis-Glycinate is great for most cases. 200mg of elemental magnesium Magnesium bis-glycinat",200.0 milligram,5690
extract voltage: DC5V/1A Model:LS002 WKT190711 E MADE IN CHINA 8 MODALITA D'ILLUMINAZIONE Emozionanti giochi di lu,5.0 volt,5691
extract maximum weight recommendation: LL FROM BIRTH by adding an infant carrycot* UP TO 9KG baby jogger UP TO 22KG baby jogger' ccessories ,9 kilogram,5692
"extract depth: CTORES/PROTECTORS DENTADO/JAGGED MEDIDAS/METERING:53 mm de ancho X362 mm de largo ESPESOR/THICKNESS:0 ,6 mm PES0/WEIGHT:10 gr COMPOSICION/COMPOSITION:Gel multigranulado rug oso COLORES/COLORS Amarillo Fluor R125 Naranja Fluor R126 Padel OOF Violeta R127 Verde F luor R128 Rosa Fluor R129 RojoR130 Negro R131 Blanco R132 Azul R133 Ofrecen la maxima proteccio anto y parte del plano de la misma, Transparente R134 gracias a su gel multigranulado.Para su fijacio erfecta utilizamos un adhesivo permanente. Comic R340 They offer maximum protection in the marking of",362.0 millimetre,5693
"extract weight: Tetra Pak Passierte Tomaten ZUTATEN:99,75% Tomaten,Speisesalz Mindestens haltbar bis:siehe  n. Nach Anbruch kuhl aufbewahren und innerhalb von3-4Tagen verbrauchen Nettogewicht: 500ge 4250780308 674",500.0 gram,5694
extract wattage:  Output Port Micro USB Type-C Micro IP Input Port 5.0A 2.0A 2.4A Type-c USB Input Port Type-C PD-100W QC-18WPD-20W Lightning Type-c USB-A Input to output Charging  Current Data Transmission NOTE USB to lightning 2.4A 480Mbps use 1 output alone USB to Type-C 100W(6A ) 480Mbps use 1 output alone USB to Micro USB 2.0A NO use 1 output alone USB to Multi ports 3.2A NO  use 2 or 3 output Type-C to lightning 2.4A 480Mbps use1 output alone Type-C to Type-C PD 100W(6A ) 480Mbps use 1 output alone Type-C to Micro USB QC 2.4A NO use1  output alone Type-C to Multi ports 3.2A NO use 2 or 3 output,20.0 watt,5695
"extract volume: bet e parassitario,in quanto Nepal.Esistono oltre 400 cresce su alcuni tipi di specie diverse di bruc  varieta puo raggiungere i ruolo importante nella 50.000 dollari UsA al storia del gioco,poiche chilo",400.0 litre,5696
extract height: Measuring Guide A:14.9-17.7in38-45cm B:17.7-25.5in 45-65cm) C:14.9-17.7in 38-45cm D:3.9-4.7in10-12 cm E14.9-17.7in 38-45cm) Suitable For Various Chair Design ,17.7 inch,5697
extract voltage: homematic OMP15 MP140 MP16 1814569CBS,94.0 volt,5698
"extract width: 3.7 in (9.5 cm) 2.7in 0.8in (2cm) After testing,storing a lipstick which longer  than 7cm will not slip out easily This case can hold 1-3  lipsticks length>7cm",2.7 inch,5699
extract weight: CAFENRBOLOE 500ge SO0 gOMANNEAUTOMATIQUE LAVAZZA r CARTE NOIRE PREMIUM ,500.0 gram,5700
extract height: 16.5mm JGNE 5.5V0.47F JGNE 15mm 5.5V0.47F JGNE 5.5V0.47F,16.5 millimetre,5701
extract wattage: ACORN SOLUTION >S0LAR PANEL:6V 1W BATTERY : 3.7V 1200 MAH LI-I0N >SOLAR CHARGINGTIME : 8H SOLAR CHARG,1.0 watt,5702
extract depth: 0.7 cm / 0.3 in 5 cm / 2 in WELCOME PLEASE KNOCK 17.8 cm / 7 in,17.8 centimetre,5703
extract weight: FITS STANDARD KIDS BIKE EACH SET INCLUDE: BRAKE*2 GRIP*2 4.7inch (120mm) 3.1inch (80mm) 4.3inch (11 0mm) 0.9inch (22.2mm) 0.9inch (22.2mm) 3.53oz(100g) 7 brakes WEIGHT 3.53oz(100g) 7 grips,3.53 ounce,5704
"extract weight: 7mm/(0.28"") Material:Stainless steel Microfiber leather Len gth:20.5cm (8.1"") Weight:14g",14.0 gram,5705
extract width: 13 inch 7 inch 1.2 inch,7.0 inch,5706
extract height: 2.8 inch / 7 cm 8 inch / 20 cm,20.0 centimetre,5707
extract height: 13.8 cm/5.43 in 28.5 cm/11.22 in Capacity 2L/67.64OZ IDEUSO 18.7 cm/ 7.36 in,28.5 centimetre,5708
"extract maximum weight recommendation: Multiple Sizes to Love 23"" x 23"" Best for pets up to25 Ibs 30' x 30' Best for pet s up to 45 Ibs 36' x 36"" Best for pets up to 100 lbs 45"" x 45"" Best for pets up to 150 lbs 54"" x54 "" Best for pets up to 210 Ibs",210 pound,5709
extract height: 520 mm 310mm nur 395 mm,310.0 millimetre,5710
extract volume:  SOPPLEMENT SERSAL SUPPLEMENT MERSAL SUPFLEMERT A-201T Non-habit Gluten Free Vegan Naturopathic Non-s,1.0 fluid ounce,5711
extract depth: 40mm 220mm 16mm 35mm 60mm 207mm,16.0 millimetre,5712
extract wattage: E26MAX60W Clear Glass Wall Mount E26 Base Shade,60.0 watt,5713
"extract height: 3 Channel 4K Dash Cam 3.99""IPS Touch Screen & Compact GPS WiFi 4K 170 WDR 4K  WIFI GPS 170 WDR G-Sensor Pa 64GB Night Super Parking Loop eMMC 6 Hidden IR Leds  Vision Capacitor Monitor Recording 64GB for Cabin Camera",3.99 inch,5714
extract depth: 60cm 18cm,18.0 centimetre,5715
extract wattage: 480Mbps Quickly Transfer Power Real-time LED Display  100w EOOCK 100w,100.0 watt,5716
extract volume: 850m LUNCH 850ml,850.0 millilitre,5717
"extract weight: BOLDFIT Stora Keeo sules FLAXSEED 9.3 OMEGA-3 1000MG SRDA JOINT IMMUNITY SKIN SUPPORT"" SUPPORT"" SUPP ORT RICH VEGETARIAN SOURCE OF OMEGA-3FATTYACID 60LIQUID FILL CAPSULES NUTRACEUTICAL",1000 milligram,5718
extract weight: h Size Table Neck Line Length Width Height Weight 40cm/15.75 14.5cm/5.71 40g Material: Net Note:Measu rement difference from 1-3cm; As different computers display colors differen,40.0 gram,5719
extract height: 2 FITS 2 INCH RECIVERS,2.0 inch,5720
"extract maximum weight recommendation: PRODUCT INFORMATION Size77.6""x41.3""x63.2"" Weight Capacity: 400 lbs. 77.6"" 41.3"" 14"" 400 Ib s. 63.2"" 36.9"" 400 lbs. 10.6""",400 pound,5721
extract maximum weight recommendation: SIZE: inch 300 LB 9.45 15.75,300 pound,5722
extract volume: Supplement Facts Serving Size 1 tea bag (Makes 8 fl oz). Amount Per % Daily Tea Bag Value 66mg Org anic Valerian Root + 22mg Organic Passionflower + 22mg Organic Hop Flowers. + 2090mg Proprietary Herb,8.0 fluid ounce,5723
extract height: 4.72in 12CM 0.98in 3.94in The widening design of 2.5CM) (10CM) the wallet is aimed holding more cash,4.72 inch,5724
extract depth: 13cm 16g 2.5cm,13.0 centimetre,5725
extract height: 7.4cm 11cm 10.5cm,11.0 centimetre,5726
extract voltage: 48V 20Ah LG Lithium Battery larger capacity & stronger e ndurance Electric Mode Pedal-assist Mode LG 3A BMS 30-50 45-80 Miles Miles Battery Cells fast-c,48.0 volt,5727
extract depth: 28cm 20cm,28.0 centimetre,5728
extract depth: 7.5cm/3in 7cm/2.8in,7.0 centimetre,5729
"extract weight: MADE IN BRITAIN 7 vitabright MADTEIN BIOTIN Skin Hair WITH COCONUT  AIN NORMAL HAIR & SKIN maintenance of normal hair 12,000 mcg High strength EGA 1 year supply TABLETS ",12000 microgram,5730
extract depth: Adjustable length. 16.7 The load bearing cannot. Minimum of 54 inches exc eed 16.7 pound Maximum of 90 inches,90.0 inch,5731
extract wattage:  MAKING Abundant Ice Cubes Chill You All the Time 8-15 min/Cycle Energy-Saving 335WPower 33LBS 40 PCS  / Cycle VEVOR Ice Storage 200PCS 132 LBS ice cubes supplies 500-600 drinks per day,335.0 watt,5732
"extract weight: LEANER EASIER TO HANDLE Compared to the Marauder 2, this light is more compact and holds a lighter w eight at only 16oz, which comfortably fits in your hand and feels  exceptionally balanced ODLIGHT QOLIGHT 5.51in 5.12in 2.09in 1.73in MARAUDER2 MARAUDER MINI",16.0 ounce,5733
extract weight: R *Supports Normal blood sugar levels Herbal Food 200GM Supplement 7OZ,200.0 gram,5734
extract volume: BALANCE ACTIVE FORMULA 97% AGREED SKINIS SOOTHED Niacinamide SOOTHING SHEET ARANCE OF BLEMISHES REFINES SKIN TONE AND TEXTURE 1x25 ml/0.85 fl.0z.,25.0 millilitre,5735
extract maximum weight recommendation: n Colour Ocean Blue Maximum Weight Recommendation 113.0 Kilograms Item Weight 4500.0 Grams,113 kilogram,5736
extract voltage: CAR DC 12V HOME AC220V,12.0 volt,5737
extract voltage: S/N. BALBOA 6154106-2205170019 group water Spee Amps ULMdPUUL138220R Hertz Volts  50/6063A 230V E75122 Part Number 6154106-S PUMP BALBOA CIRC 230V 48F 0.6A WarningRisk of e,230.0 volt,5738
extract weight: no CAPSULE SYSTEM KIMI KIMBO dolce Espresso dolce 16SULE da 7g secowautentica tradizione dellesso,7.0 gram,5739
extract volume: HoW T0 USE COSDERMA ulture COSDERMA GLYCOLIC Clean your  erma Glycolic peel Neutralizer Pre-Peel Leave for 1-5 min. Spray Cleanser Apply Cosderma COSDERMA Neu Enrich with Lactic Acid Enrich with Glycolic Acid 20% Gel Peel Enrich with Hyaluronic Gently clean fa ee Oil Dry and apply cosderma Whitening Agents PH:3.2 moisturizer & sun screen www.cosderma.org 100 m l 3.4 fl oz 100 ml 3.4 fl oz,3.4 fluid ounce,5740
extract weight: bracelet to make it perfect fit your wrist Weight:24.0g 19.0cm 1.0cm,24.0 gram,5741
extract wattage: rotection Over Charge Electric Shock Over Current 4 Protection Protection Protection E UTPUT15.0V=5A7 5.0V NEEWER POWER SUPPLY MODEL:NW-1504802 700 CTRONCSLTD,75.0 watt,5742
extract width: iIX 1 in 100 1 in 0.44 in,1.0 inch,5743
extract voltage: 3.5in 2.2in 0.9in Solar Panel 1.2V 150MA Battery 1.2V/600mah Light Color warm white Material ABS+PC  Charging Time 6hours Working Time 8hours,1.2 volt,5744
extract volume: ULTRA CONCENTRATED MAGNESIUM LIQUID DROPS LOttae g4 Literte Birg rg 5 2000 PER SERVING lirg Mulittea  RY SUPPLEMENT TARY SUPPLEMENT DIETARY SUPPLEMENT. 2 fl oz(60 mL) 2 fl.oz60 mL) 2 fI oz (60 mL),2.0 fluid ounce,5745
extract width: 23mm ALL COPPER MATERIAL 220mm USING HIGH-QUALITY H59 COPPER DURABLE AND LONG  SERVICE LIFE COMFORTABLE HANDLE FEELING 0mm,23.0 millimetre,5746
extract width: 8 A B Model A(width) C(opening) SLC10 1000mm (960-1000mm) 408,1000.0 millimetre,5747
extract volume: odine lodine Crystal & Potassium lodide Made from 99.95% pure BIOBALANCE BIOBALANCE pharma garde lodi ls Lugol's lodine Lugol's lodine and pharma grade 99.99% pure Solution Solution 2% 5% Potassium lodid  &Potassium lodide standards for ultimate purity. 60 ml/20z. 60 ml/20z.,60.0 fluid ounce,5748
extract volume: NT NEW ELEMENTS LIQUID BOOSTS MAGNESIUM GLYCINATE 500mg MMONITY RASPBERRY FLAVOR 2 oz 60 mL),60.0 millilitre,5749
"extract width: 20.47"" 23.23"" 10.25"" 22.83'",20.47 inch,5750
"extract depth: 1.2(31mm) 5.1"" (130mm) 0.9""(22mm) 1.0""(26mm) M8 M10 M12",130.0 millimetre,5751
extract weight: 1985 Cafe tor PO consL,1895.0 ton,5752
extract maximum weight recommendation: Age Group (0+M) Weight KG Capacity (Upto 18 kgs) MOR LOVE CASE cm OPLEAS 66 cm 50cm,18 kilogram,5753
extract wattage: 4.7inch 2.0 inch Perfect for flat and sloped celling 60 inch  Adjustable E12 candelabra base bulbs suggested !(Bulbs Not Inclu ded) 9.5 inch 12 inch E12 Base Max60W Natural (base) Materials 20 inch,60.0 watt,5754
extract height: 30cm/11.8in 30cm/11.8in 100cm/39.4in,100.0 centimetre,5755
extract height: 22.5cm/8.86inch 4.1cm/1.61inch,22.5 centimetre,5756
extract maximum weight recommendation: Strong load bearing Stable without shaking 50KG,50.0 kilogram,5757
extract maximum weight recommendation: PORTABLE TELESCOPIC DUTWARD GEAR STOOL for KIDS 3+ WARNING: Not for chldren under 3 OutwardGear LLC  102 Tuckaway Dr. WilmingtonDE 19803 IMPORTANT: For kids ages 3 and up LOAD CAPACITY U P TO220bs,220 pound,5758
extract maximum weight recommendation: Closet 17lbs Large Capacity Store 8-12 pairs of shoes,17 pound,5759
extract depth: VA material durable &  wear-resistant Max Volume: 1L Transparent Size:20x20cm Recyclable CAAEU&TSA 20 cm Approved Recyclable Eco Friendly STA Approved 20cm,20.0 centimetre,5760
extract height: 15cm 13.5cm 12cm 9cm,15.0 centimetre,5761
extract weight: N GMO GLUTEN FREE DIETARY NET QUANTITY SUPPLEMENT 60TABLETS (500mg),500.0 milligram,5762
extract volume: mia Iron Deficiency ADVANCED TECHNOLOGY DRALSPRAT 6SPRAYS DAILY Blood Cells FASTERTHAN TABLETS Contri  APPLEFLAVOUR blood cell formation Brain Function 25ml Supports cognitive function,25.0 millilitre,5763
extract height: play With Large Digits Easy to read at any angle. 60 82 70 MAX MAX 8.5cm 58 MIN MIN 15.1t 4.3cm 22 C/ F HOMVILLA CLEAR 4.3cm 8.5cm HOMVILLA Others,8.5 centimetre,5764
extract depth: E97cm 3/90cm/90cm,90.0 centimetre,5765
extract maximum weight recommendation: 32cm Max180kg 61-82cm 30 30,180 kilogram,5766
extract wattage: POWERCOMPARISON IP67 POWER SUPPLY Non-waterproof 300W POWER:400W Unsealed power supply Able to work i y and dusty environment POWERCORD LENGTH SHORTEND-0.15M LONGEND-1.36M XPOWER SUPPLY,300.0 watt,5767
"extract depth: YiPinYin PHOTOFRAME 1010 Double Mounts fit for 3 size photoes 10x10 25x25CM 8x8"" 25x25CM 5x5"" 12.7 x12.7CM",10.0 inch,5768
"extract maximum weight recommendation: APACITY Strong adhesive sicks firmly, holds up to 30LBS, no worry about falling",30.0 pound,5769
"extract height: OnFrefak BPA FREE Vacuum Sealer Bags ak Bags 6'X10""(200Bags) e Fresress ard Paror nYorood Wago chcen",6.0 inch,5770
extract depth: 3.15in/8cm 5.9in/15cm 6.06in/15.4cm,15.4 centimetre,5771
extract voltage: Four rubber suction cups 150cm/4.92ft long power cable Easy to disassemble and clean,300.0 volt,5772
"extract depth: PACIFIC ARC 10""",10.0 inch,5773
extract voltage: DISPLAY 500C 02:4853.3 00:4353.2V XU ASSIST 58.6 58.4 106w Km/h 106w TRP 0.000:05:59 TM TRIP 1.8Km Ia telligent Imcoassgene P850C P850 750C 860C SW120 110AM 53.2V 58.0 186 09:51PM53.2V Tre KMIH 54.8 105w  750C Bluetooth TRP TME 0.0Ku000023 Intelligent 58. 132 SW102 C965 DPC18 C96 PEEC 16:00 100% 36.2 BA FANG Km 0000.7 TRIP MODE 5 ECO ShE 00- BAFANG C961,53.2 volt,5774
extract depth: DIMENSION 5020K Height 2 Inch Length 10 Inch Width 10 Inch,10.0 inch,5775
extract volume: AN MINT GREEN TEA GREEN TEA UNSWEETENED NSWEETENE 16 1 173MI,473.0 millilitre,5776
"extract depth: 15' 38cr 23 14"" (58cm) (35cm)",58.0 centimetre,5777
extract voltage: cERTIFIED LGHT ROHSFCCP44 POWERADAPTER POWERCORD Pleasekindly protect 16.4f t the Power Adapter from the water. LIGHTS 300LEDS RESETBUTTON IP65Waterproof 16.4 ft 0.33 ft 11 4ft,30.0 volt,5778
"extract weight: elektrolytfrei Macrogol 4000 in Beuteln, fur Kinder von 6 Monaten bis 12 Jahre n. 30 Beutel mit je 4 g Pulver zur Herstellung einer Losung zum Einnehm m Arzneimittel und Consilium GmbHVon-Humboldt-Str.1 D-64646 Heppenheim Hersteller:Fairpharm Vertriebs  GmbHAm Krebsenbach 5-7D-83670 Bad Heilbrunn",4.0 gram,5779
extract maximum weight recommendation: stop Emergency Friction Brake System SOLID CHROME 9 kg SPARNOD ITNESSEQUIPMENT Flywheel Spinning for ,9 kilogram,5780
extract voltage: 3210 C12V,12.0 volt,5781
"extract volume: Bh JLEKHARA Tonic Sugar Free - Bengal Herbs 450 ml. 100% Keep in a cool,dry & dark place",450.0 millilitre,5782
extract width: 16cm 24cm 28cm Front,16.0 centimetre,5783
"extract maximum weight recommendation: 250 14.5"" LBS 10.2"" 14"" 15.1"" 31.2"" 34.3"" 17.2"" 17.9"" 20.3"" 17.2"" 21""",250 pound,5784
extract voltage: Compatible With Compatible with Dyson V7 v8v10 V11 Cordless Stick Vacuum Cleaner V7 V8 V10 V11,10.0 volt,5785
extract voltage: TTERY TO REVIVE  YOUR PHONE VINPONE Model:Galaxy S9 5800 VINPONE New Upgraded Model:Galaxy S9 mAt mAh  3.85V 2.33Wh 5800 Rolymer Battery Voltage:3.85V Watt-hour:22.33Wh High Quality Li-Polymer Batter,3.85 volt,5786
"extract height: Gold 8.5"" Foil The 8.5"" Made INTHE USA",8.5 inch,5787
extract volume: StFrancis Y 1988 HERB FARM ISSI CANADIE Valerian Valeriane VALERIA NA OFFICINALIS USDA ORGANIC NPN 80015138 100 mL,100.0 millilitre,5788
"extract weight: A JEWELERS CERTIFICATE OF AUTHENTICITY SUMMARYNO.J1-188202013 DESCRIPTION 14k White Gid Finish 925 Si lver solitdire Engagement Ring Set With 1pc Simulated Diamond SHAPE/CUT Roun Cut, TCW.WT. 6 .o0Carat/1pcs MIN.COLOR White MIN.CLARITY Fine SILVERWT. 4.3 4Gram/925Sterling Silver COMMENTS Grading an Analysis as Mo unting Permits Style#38556.",4.34 gram,5789
extract wattage: Universal Compatibility 9:41,20.0 watt,5790
"extract weight: LE THEPLEASURE, DOUBLETHEFUN WITH with DOUBLEMINT 10.00 for4.8g New DOUBLEMIN MINTS 15Mints-4.8g APOO",4.8 gram,5791
extract volume: PIO' ENERGIA VTALITA E FORZA 2 CAPSULE LIBINAX AL GIORNO,60.0 cup,5792
extract wattage: 6.6 FT 140W,140.0 watt,5793
extract weight: ARMEL ORGANICS ORGANIC ASHWAGANDHA POWDER NETQTY.-227 g (8 OZ) fssai K Lacon Jaivik Bhara Lic Number: 10016026000900 Made in India,227 gram,5794
"extract volume: 08,5cm 09,3cm- EXTRA BRUCHSICHERER VERSAND 2L 25cm Spulmaschinengeeignet 12cm",2.0 litre,5795
extract wattage: se Simulation Alarm Clock Wake Up Light Bluetooth 16million Speaker 256lighting modes 22:388 0000000  15Wwireless Natural Sleep Aid fast charging Sound Ma,15.0 watt,5796
extract height: 27.5in/ 70cm 7.9in / 20cm,70.0 centimetre,5797
extract wattage: COLOR LUMENS BATTERY TEMPERATURE 240 10000 4000K 10% mAh REMOTE CONTROL RUN TIME 4 TIMER SETTING 15 3 0 25 MIN MIN 60 120 MIN MIN HOURS LIFESPAN SPOTLIGHT WATTAGE 3 30000  3W HOURS HEADS,3.0 watt,5798
extract voltage: 0.14 0.24 760.33 2018/10P1816 31 54 POMPA DO WODY PITNEJ Rok budowy/nun 230V/SOHZ max :120C MER0.70,230.0 volt,5799
extract wattage: 25km/h 40N.m 25 maxima par maximo capacidad velocidad de ascenso  Motor de alta velocidad de 250 W El motor de traccion trasera es mas facil de ma,250.0 watt,5800
extract width: 17.3cm /6.8in MODEL/ LTE-1101J POWER VOLTS/ AC 220V 2-10W ISO9001:2000 10.2cm / 4.0in,10.2 centimetre,5801
"extract maximum weight recommendation: Thick Pole mm/inch 1900 3/4"" Diameter Hold Weight up to 44LBS 44LBS",44 pound,5802
extract weight: 25 PWgoods PACK Brown Paper Lunch Bags PREMIUM FOOD  REUSE MULTI QUALITY SAFE RECYCLE USE 4.5KG 70gsm r'2KC Jodaw,70.0 gram,5803
extract depth: Detail BRIGHT LELE Atype-Msize :-1*(19T10tyX) -+121cmx #14.8cm -:#8g/1,21.0 centimetre,5804
"extract height: 21.5"" 28"" HCH 29.5"" 57.5"" 10.5 3.5 14"" 24"" 17""",57.5 inch,5805
extract maximum weight recommendation: Size Available For small dogs Up to 25Ibs For medium dogs Up to 45lbs For large dogs Up  to 100lbs,100 pound,5806
extract width: 18.08 in / 46 cm 51.88 in / 132 cm,51.88 inch,5807
"extract voltage: mation Sheet COMMISSION DELEGATED REGULATION (EU) 2019/2013 with regard to energy labelling of electr lier's address. APEX CE SPECIALISTS LIMITED, UNIT 3D NORTH POINT HOUSE,NORTH POINT BUSINESS PARK, NEW  MALLOW  ROAD,CORK, T23 AT2P, IRE LAND 2. Model identifier 24E4 3. Energy Efficiency Class  for Standard Dynamic Range (SDR) 4. On mode power demand in SDR 18,0w 5. Energy Effi lass for High Dynamic Range  Not applicable (HDR) 6. On mode power demand in HDR, if implemented n.a.  7. Off mode, power demand, if applicable 0,3 8. Standby mode power demand, if applicable. 0,5 W  9. Networked standby mode power demand, if applic n .a. able 10. Electronic display category Monitor 11. Size ratio 16 9 12. Screen resolution 1 920 1 08 0  pixels 13.  Screen diagonal 60,0  cm 14. Screen diagonal 24  inches 15. Visible screen ar ea 15,6  dm2 16.  Panel technology used LED LCD 17. Automatic Brightness Control (ABC) available No  18. Voice recognition sensor available No 19. Room presence sensor available No 20. Image refr esh frequency rate (default) 60 Hz Minimum guaranteed availability of software an d 8 Years 21. firmware updates (from the date of end of the pl acement on the market) 22. Minimum guaranteed availability of spare parts.  he date of end of the placement on the mar-. ket) 23. Minimum guaranteed product support 3 Years Mini mum duration of the general guarantee offered. 3  Years by the supplier 24.  Power supply type Ext ernal 25. External power supply (non standardized and incl uded in the product box).  SOY-1200250EU-056 Input voltage ii 240 V iI Output voltage 12,0 V 2 6.  External standardised power supply (or suitable",240.0 volt,5808
extract height: 22.5cm/8.86in 9cm/3.54in 9.5cm/3.74in,22.5 centimetre,5809
extract weight: Red Curry Paste ROTE CURRYPASTE AG INHALT:400g,400.0 gram,5810
extract volume: 1706 TWININGS OF LONDON MUNTERMACHER REVEIL MATIN Bio  ROSMARIN ROMARIN GUARANA MINZE MENTHE 20 SERTERKRAUTEREMTMETTEN UND EU-BIOLARELPLEKRO,250.0 millilitre,5811
extract voltage: OPEN Type-ccharging DC5V output interface Fan speed switch Power display  ble fan blades BASIC PARAMETER FCCE PRODUCT MODE K15 LEDPOWER 0.5W-2W SPEED CONTROL STEPLESSSPEEDREGU LATION PRODUCT SIZE 260mmx89mmx132mm INPUT VOLTAGE DC5V-2A PRODUCT WEIGHTE ROHS 300G  NPUT CURRENT SERVICE TIME OUTPUTPOWER 1W-6W PRODUCTACCESSORIES CHARGING WIRE AND INSTRUCTION,5.0 volt,5812
extract wattage: 60W Fast Charging & Data Aync 480 Mbps IPD F 20s,60.0 watt,5813
extract voltage: 48V 2000W Brushless Variable Speed Snow Motor TZ-50/7-Speed 32.3MPH 65 Gears Max Speed Torque,48.0 volt,5814
extract width: Product size 6.00cm/2.36in 10.00cm/3.93in,6.0 centimetre,5815
"extract volume: Product List 10 Labels & A Maker 2 x Mini conatainer (0.5L). 2 x Small containers (0 .8L). 1.9 Quarts 2 x Medium container (1.2L). 1 x Tall container (1.9L) 1.2 Quart A Maker 10 Labe ls 12.13"" 3.5"" 3.5"" 3.5 0.8Quarts 0.5Quarts 0.5 Quarts rainbow bean 3.5 SPACE-SAVING with a stack",0.5 litre,5816
extract depth: JOHSBYD I CAN DO I things 8.46inch THROUGHO christ WHO rengllengme PHILIPPIANS4: 13 5.9inchx8.46inch 5.9inch RELIABLE QUALITY MULTIFUNCTIONAL,8.46 inch,5817
extract width: 167 cm 63 cm 105 cm 67 cm 30 cm 129 cm 63 cm,167.0 centimetre,5818
extract height: 3.78 Inch/96mm 3.78 Inch/96mm 2.68 Inch,2.68 inch,5819
extract weight: VOS YELIMINA LOS PARASITOS INTESTINALES Cont.Neto.100 Tabs.de 500mg.,500.0 milligram,5820
extract height: 43cm 16.9IN 13cm 13cm 5.1IN 5.1IN,43.0 centimetre,5821
extract maximum weight recommendation: Adds smiles of Wonder Forward Facing. 2-7 years (upto 18Kg) Rearward facing - Newborn to 2y ears (upto 10Kg),10 kilogram,5822
"extract height: 35 Inch 5.11H 5.90""D",35.0 inch,5823
extract wattage: RG Shenzhen Dongyunsen International Trade XPG-GY-10WCSER070 A B C D E F F G 10 2019/2015 kWh/1000h,10.0 watt,5824
extract depth: 153.4mm/6.04in 135 83.4mm/3.28in 32mm/1.26in 101.5mm/4.00in 250mm/9.84in 316mm/12.44in,316.0 millimetre,5825
extract volume: Wheatgrass Juice EST. 1972 3269 G F 100FLOZS,100.0 fluid ounce,5826
extract wattage: 25. 3 3.32 28,0.0 watt,5827
extract maximum weight recommendation: Maximale Belastung: 8 kg LOTION BOTTLE 600ml [FOAM] REFILL BOTTLE_ 8cm 30cm 10cm,8.0 kilogram,5828
extract height: 8.3 in/ 21 cm 6.3 in / 16 cm,6.3 inch,5829
"extract height: Can be filled with water or sand NOTE:The base of 160cm punching bag can be filled with sand or water  for stability,but for 150cm only can be filled with sand",160.0 centimetre,5830
extract depth: 120mm 25mm,25.0 millimetre,5831
extract volume: coffee tea DIAMETER 10.0cm HEIGHT 12.0cm CAPAClTY 640ml,640.0 millilitre,5832
extract volume: ie Ideglen Vorratdosen Fur Langanhaltende Frische 5 Dosen 5 14 cm 5 Dosen Dosen 19 cm 1500ml 14cm pag heli 4cm 14cm 1150ml 10 cm 800 ml :: 30 Aufkleber,800.0 millilitre,5833
extract voltage: SEWAGE PUMP MODEL:MA0387X-6 GPH 115V 345 1/2HP Minpson P68 ANPT hermally Website.www.hallmarki,115.0 volt,5834
extract maximum weight recommendation: PATIOFY COMFORT AT YOUR DOOR STEP 38Inches 17Inches Free Premiam Quality Cushion Worth 899/- Sp,2 person,5835
"extract volume: FACTURING Supplement Facts Dandelion Serving size:0.65ml,Servings:about 180 Amount Per Serving *%DV C Dandelion Root Root Taraxacum Officinale)/extract 875 mg/ Daily Value not established. OTHER INGREDIE  CURE OR PREVENT ANY DISEASE ADVANCEDFORMULA LOTDA0303L4 EXP03/2025 90-DAYSUPPLY 4FLOZ",0.65 millilitre,5836
extract height: 16.5CM 15.5CM,15.5 centimetre,5837
extract height: 12cm Quick USB Charging 3 Levels Brightness Touch Control 36cm Flexible Goo seneck No-Flicker Eye Protection Energy Saving 12cm,36.0 centimetre,5838
extract maximum weight recommendation: olour Brown :: Pink Maximum Weight Recommendation 150.0 Kilograms Item Weight. 15.0 Kilograms,150 kilogram,5839
extract depth: 1.97inch/5cm 5.7inch/14.5cm 7.7inch/17cm,7.7 inch,5840
extract wattage: Flash Fast 240w Charging Charging Devices 35 min in Max Speed charging test Macbook 86% iPad S amsung Switch 89% 96% 90%,240.0 watt,5841
"extract width: WANTED #1OUTLAW DANGEROUS COWPOKE 23"" GIDDP FALL 9.5"" REWARD:S10.000 17"" 6 Photo Booth Picture Frame",17.0 inch,5842
extract voltage: OUSB-C Upstream ?HDMIIN USB2.0 USB2.0 DC20V,20.0 volt,5843
extract voltage:  to Install Sync Box Back of TV. Light TV Speaker 5V DC BOX TVBOX ODSWITeH XBOX B.PlayStation TAGLINE,5.0 volt,5844
"extract height: 7.87"" 10.62"" 33.26"" 10.43"" 61.41"" 10.43"" 3.93"" 7.87"" 6.69"" 28.14' 28.14"" 11.81"" 6.69"" 6.29"" -15.74"" 2 9.52""",61.41 inch,5845
extract height: 19.5cm 11cn 12cm 21.3cm,12.0 centimetre,5846
extract width: 222 cm 286 cm 82 cm 78 cm,286.0 centimetre,5847
extract volume: 14 EFFICIENT NUTRITION Match your Food by color and  olor-Coded Portion-Sized Containers VEGGIES FRUIT 1 Cup 1 Cup CARBS PROTEIN 1/2 Cup 3/4 Cup SEEDS FAT s 2 tbsp 1/3 Cup,0.75 cup,5848
extract depth: 11.1cm 2.4cm 5cm,11.1 centimetre,5849
"extract width: Details Compressed air (working pressure 30psiP110psi) 1/4""NPT Air Compressor Air Pump Quick Coupler",30.0 inch,5850
